순번,성별,생년,국적명,체류자격,학교명
17425,남,1994,요르단,대학부설 어학원 연수,경희대학교국제캠퍼스
17426,남,1993,중국,교환학생,창원대학교
17427,여,1994,중국,교환학생,신라대학교
17428,여,1994,중국,대학부설 어학원 연수,신라대학교
17429,여,1994,중국,학사과정,인하대학교
17430,여,1993,일본,교환학생,서울여자대학교
17431,여,1993,터키,교환학생,고려대학교
17432,여,1993,일본,교환학생,광운대학교
17433,남,1993,중국,학사과정,고려대학교
17434,남,1993,중국,대학부설 어학원 연수,한국외국어대학교
17435,남,1994,중국,전문학사과정,영진전문대학
17436,남,1994,중국,대학부설 어학원 연수,한남대학교
17437,남,1994,중국,대학부설 어학원 연수,호남대학교
17438,남,1994,베트남,대학부설 어학원 연수,경상대학교
17439,여,1994,일본,대학부설 어학원 연수,경희대학교
17440,여,1994,베트남,대학부설 어학원 연수,한국산업기술대학교
17441,여,1994,중국,대학부설 어학원 연수,호서대학교
17442,남,1994,중국,학사과정,경북대학교
17443,남,1994,중국,학사과정,동신대학교
17444,여,1994,중국,교환학생,동국대학교
17445,여,1994,중국,대학부설 어학원 연수,(학)연세대학교
17446,여,1994,중국,대학부설 어학원 연수,건국대학교
17447,여,1994,중국,대학부설 어학원 연수,중앙대학교
17448,여,1994,중국,대학부설 어학원 연수,건국대학교
17449,여,1994,인도네시아,학사과정,경성대학교
17450,여,1994,중국,교환학생,동서대학교
17451,여,1994,중국,대학부설 어학원 연수,(학)연세대학교
17452,남,1994,중국,대학부설 어학원 연수,계명대학교
17453,남,1994,우즈베키스탄,대학부설 어학원 연수,영남이공대학
17454,남,1994,우즈베키스탄,대학부설 어학원 연수,충남대학교
17455,남,1994,베트남,대학부설 어학원 연수,경민대학교
17456,남,1994,인도,전문학사과정,혜전대학
17457,남,1994,중국,학사과정,한국외국어대학교
17458,남,1994,중국,대학부설 어학원 연수,동국대학교
17459,남,1994,베트남,대학부설 어학원 연수,경희대학교
17460,남,1994,중국,대학부설 어학원 연수,부산대학교
17461,남,1994,몽골,학사과정,대구대학교
17462,남,1994,중국,학사과정,우송대학교
17463,남,1994,중국,대학부설 어학원 연수,충남대학교
17464,남,1994,우즈베키스탄,대학부설 어학원 연수,동신대학교
17465,남,1994,중국,대학부설 어학원 연수,동국대학교 경주캠퍼스
17466,여,1994,중국,학사과정,배재대학교
17467,여,1994,중국,대학부설 어학원 연수,여주대학
17468,여,1994,중국,대학부설 어학원 연수,경희대학교
17469,여,1994,중국,대학부설 어학원 연수,홍익대학교
17470,여,1994,중국,대학부설 어학원 연수,경희대학교
17471,여,1994,중국,대학부설 어학원 연수,광주여자대학교
17472,여,1994,중국,교환학생,전북대학교
17473,여,1994,일본,교환학생,울산대학교
17474,여,1994,중국,대학부설 어학원 연수,중앙대학교
17475,여,1994,중국,대학부설 어학원 연수,협성대학교
17476,남,1994,중국,대학부설 어학원 연수,숭실대학교
17477,남,1994,일본,학사과정,(학)연세대학교
17478,남,1994,사우디아라비아,대학부설 어학원 연수,경희대학교
17479,남,1994,사우디아라비아,대학부설 어학원 연수,국민대학교
17480,남,1994,중국,대학부설 어학원 연수,전주대학교
17481,남,1994,몽골,교환학생,전주대학교
17482,남,1994,중국,대학부설 어학원 연수,한서대학교
17483,여,1994,중국,전문학사과정,명지전문대학
17484,여,1994,중국,대학부설 어학원 연수,한양대학교국제어학원
17485,여,1994,중국,전문학사과정,인하공업전문대학
17486,여,1994,중국,대학부설 어학원 연수,대구대학교
17487,여,1994,중국,대학부설 어학원 연수,광주대학교
17488,여,1994,중국,학사과정,배재대학교
17489,여,1994,일본,교환학생,서울시립대학교
17490,여,1994,중국,교환학생,명지전문대학
17491,남,1994,베트남,대학부설 어학원 연수,성산효대학원대학교
17492,남,1994,중국,학사과정,초당대학교
17493,남,1994,중국,학사과정,초당대학교
17494,여,1994,캄보디아,학사과정,부산대학교
17495,여,1994,중국,학사과정,중앙대학교
17496,여,1994,중국,교환학생,건국대학교
17497,여,1994,일본,학사과정,서울신학대학교
17498,여,1994,중국,대학부설 어학원 연수,한양대학교
17499,남,1994,베트남,대학부설 어학원 연수,전북과학대학교
17500,남,1994,중국,대학부설 어학원 연수,전주대학교
17501,남,1994,중국,대학부설 어학원 연수,청주대학교
17502,남,1994,중국,대학부설 어학원 연수,초당대학교
17503,여,1994,중국,전문학사과정,연성대학교
17504,여,1994,중국,대학부설 어학원 연수,동원과학기술대학교
17505,여,1994,중국,학사과정,경북대학교
17506,여,1994,몽골,전문학사과정,한국영상대학교
17507,여,1994,중국,대학부설 어학원 연수,전남대학교
17508,남,1994,베트남,대학부설 어학원 연수,건국대학교
17509,여,1994,중국,대학부설 어학원 연수,홍익대학교 국제언어교육원
17510,여,1994,중국,대학부설 어학원 연수,서강대학교
17511,여,1994,중국,대학부설 어학원 연수,(학)연세대학교
17512,여,1994,중국,대학부설 어학원 연수,서강대학교
17513,남,1994,중국,대학부설 어학원 연수,건국대학교
17514,남,1994,중국,학사과정,가천대학교
17515,여,1996,중국,대학부설 어학원 연수,충남대학교
17516,여,1996,몽골,대학부설 어학원 연수,연성대학교
17517,여,1994,중국,교환학생,이화여자대학교
17518,남,1994,베트남,대학부설 어학원 연수,강남대학교
17519,여,1996,중국,대학부설 어학원 연수,고려대학교
17520,여,1996,중국,대학부설 어학원 연수,단국대학교
17521,여,1994,중국,대학부설 어학원 연수,단국대학교
17522,여,1994,중국,대학부설 어학원 연수,경희대학교국제캠퍼스
17523,여,1994,미국,교환학생,고려대학교
17524,여,1994,몽골,학사과정,성균관대학교
17525,여,1994,중국,교환학생,(학)연세대학교
17526,남,1994,중국,대학부설 어학원 연수,가천대학교
17527,여,1994,중국,대학부설 어학원 연수,신라대학교
17528,여,1994,중국,대학부설 어학원 연수,부산대학교
17529,여,1994,중국,전문학사과정,제주한라대학교
17530,여,1994,몽골,학사과정,계명대학교
17531,여,1994,중국,대학부설 어학원 연수,한남대학교
17532,여,1994,중국,대학부설 어학원 연수,광신대학교
17533,남,1996,중국,대학부설 어학원 연수,호남대학교
17534,남,1993,중국,대학부설 어학원 연수,전북대학교
17535,남,1993,미국,학사과정,한동대학교
17536,남,1993,중국,학사과정,성균관대학교
17537,남,1993,중국,대학부설 어학원 연수,성균관대학교
17538,남,1993,중국,대학부설 어학원 연수,경희대학교
17539,여,1993,중국,학사과정,경북대학교
17540,여,1994,오스트레일리아,학사과정,연세대학교 국제캠퍼스
17541,여,1994,중국,전문학사과정,제주한라대학교
17542,여,1994,중국,대학부설 어학원 연수,충남대학교
17543,여,1994,중국,교환학생,신한대학교
17544,여,1994,중국,학사과정,목포대학교
17545,여,1994,중국,학사과정,경희대학교
17546,여,1994,중국,대학부설 어학원 연수,신라대학교
17547,여,1994,중국,학사과정,계명대학교
17548,여,1994,중국,교환학생,광주대학교
17549,여,1994,중국,대학부설 어학원 연수,전주대학교
17550,남,1994,중국,대학부설 어학원 연수,경희대학교
17551,남,1994,중국,대학부설 어학원 연수,가톨릭대학교(성심교정)
17552,남,1994,중국,학사과정,계명대학교
17553,남,1994,중국,대학부설 어학원 연수,계명대학교
17554,남,1994,중국,학사과정,동양대학교
17555,남,1994,중국,학사과정,우석대학교
17556,남,1994,중국,학사과정,광운대학교
17557,남,1994,중국,학사과정,세한대학교
17558,남,1994,중국,대학부설 어학원 연수,중앙대학교
17559,남,1994,베트남,대학부설 어학원 연수,한국외국어대학교
17560,남,1994,중국,교환학생,순천향대학교(학)
17561,여,1994,중국,학사과정,경희대학교
17562,여,1994,중국,교환학생,가천대학교
17563,여,1994,중국,대학부설 어학원 연수,한양대학교
17564,여,1994,베트남,대학부설 어학원 연수,한신대학교
17565,여,1994,중국,교환학생,경성대학교
17566,여,1994,중국,전문학사과정,한국영상대학교
17567,여,1994,중국,대학부설 어학원 연수,전남대학교
17568,여,1994,일본,대학부설 어학원 연수,이화여자대학교
17569,남,1994,말레이시아,학사과정,연세대학교 국제캠퍼스
17570,남,1994,중국,전문학사과정,부산과학기술대학교
17571,여,1992,중국,대학부설 어학원 연수,위덕대학교
17572,여,1993,몽골,대학부설 어학원 연수,동의대학교
17573,남,1994,중국,대학부설 어학원 연수,신라대학교
17574,남,1994,중국,대학부설 어학원 연수,경북대학교
17575,남,1994,중국,전문학사과정,경산1대학교
17576,남,1994,중국,전문학사과정,영진전문대학
17577,남,1994,중국,대학부설 어학원 연수,경북대학교
17578,남,1994,베트남,대학부설 어학원 연수,광주대학교
17579,여,1994,베트남,학사과정,경성대학교
17580,여,1993,일본,교환학생,한양대학교
17581,여,1993,중국,학사과정,공주대학교
17582,여,1993,프랑스,교환학생,(학)연세대학교
17583,여,1993,중국,교환학생,명지전문대학
17584,남,1993,중국,대학부설 어학원 연수,상명대학교
17585,남,1993,중국,대학부설 어학원 연수,명지대학교
17586,남,1993,미국,교환학생,숭실대학교
17587,남,1993,중국,대학부설 어학원 연수,경성대학교
17588,남,1993,인도네시아,학사과정,한국과학기술원
17589,남,1993,중국,학사과정,초당대학교
17590,남,1994,중국,학사과정,상명대학교
17591,남,1994,중국,대학부설 어학원 연수,고려대학교
17592,여,1993,중국,학사과정,인하대학교
17593,남,1993,중국,전문학사과정,경북전문대학
17594,남,1993,중국,대학부설 어학원 연수,경북대학교
17595,남,1993,중국,대학부설 어학원 연수,배재대학교
17596,여,1994,중국,대학부설 어학원 연수,고려대학교
17597,여,1994,일본,대학부설 어학원 연수,선문대학교
17598,여,1994,중국,대학부설 어학원 연수,신라대학교
17599,여,1994,중국,교환학생,동의대학교
17600,여,1994,일본,대학부설 어학원 연수,(학)연세대학교
17601,여,1994,한국계중국인,학사과정,건국대학교
17602,여,1994,중국,학사과정,신라대학교
17603,남,1994,사우디아라비아,대학부설 어학원 연수,단국대학교
17604,남,1994,중국,대학부설 어학원 연수,나사렛대학교
17605,남,1994,중국,학사과정,국민대학교
17606,남,1994,중국,대학부설 어학원 연수,고려대학교
17607,남,1994,중국,학사과정,계명대학교
17608,여,1994,일본,교환학생,대구대학교
17609,여,1994,중국,학사과정,전북대학교
17610,여,1994,타이,대학부설 어학원 연수,경희대학교
17611,여,1994,중국,대학부설 어학원 연수,고려대학교
17612,여,1994,중국,대학부설 어학원 연수,(학)연세대학교
17613,여,1994,중국,대학부설 어학원 연수,제주대학교
17614,여,1994,중국,대학부설 어학원 연수,남부대학교
17615,여,1994,몽골,학사과정,국민대학교
17616,남,1994,중국,대학부설 어학원 연수,건국대학교
17617,남,1994,네팔,대학부설 어학원 연수,동국대학교
17618,남,1994,중국,대학부설 어학원 연수,강남대학교
17619,여,1994,중국,교환학생,신라대학교
17620,여,1994,중국,학사과정,가톨릭대학교(성심교정)
17621,여,1994,베트남,대학부설 어학원 연수,안동대학교
17622,남,1994,우즈베키스탄,대학부설 어학원 연수,한국외국어대학교
17623,남,1994,미얀마,대학부설 어학원 연수,한국항공대학교한국어교육원
17624,여,1994,일본,대학부설 어학원 연수,서강대학교
17625,남,1994,중국,학사과정,우송대학교
17626,남,1994,중국,대학부설 어학원 연수,경상대학교
17627,남,1994,중국,대학부설 어학원 연수,김포대학교
17628,남,1994,중국,대학부설 어학원 연수,총신대학교
17629,남,1994,베트남,대학부설 어학원 연수,광주대학교
17630,남,1994,중국,대학부설 어학원 연수,경북대학교
17631,남,1994,중국,전문학사과정,조선이공대학
17632,남,1994,중국,학사과정,대구가톨릭대학교
17633,남,1994,중국,대학부설 어학원 연수,경북대학교
17634,남,1994,중국,대학부설 어학원 연수,충남대학교
17635,남,1994,중국,대학부설 어학원 연수,중부대학교
17636,남,1994,중국,교환학생,서울시립대학교
17637,남,1994,러시아(연방),학사과정,연세대학교
17638,남,1994,중국,대학부설 어학원 연수,인하대학교
17639,여,1994,중국,대학부설 어학원 연수,안동대학교
17640,여,1994,일본,교환학생,계명대학교
17641,여,1994,베트남,대학부설 어학원 연수,전주비전대학교
17642,여,1994,중국,대학부설 어학원 연수,신라대학교
17643,여,1994,중국,대학부설 어학원 연수,부산대학교
17644,여,1994,중국,학사과정,충북대학교
17645,여,1994,몽골,교환학생,단국대학교 천안캠퍼스
17646,여,1994,중국,대학부설 어학원 연수,경희대학교
17647,여,1994,중국,대학부설 어학원 연수,경기대학교
17648,남,1994,베트남,대학부설 어학원 연수,한국산업기술대학교
17649,여,1994,중국,대학부설 어학원 연수,부산대학교
17650,남,1994,캄보디아,학사과정,인하대학교
17651,남,1994,중국,대학부설 어학원 연수,영남대학교
17652,여,1994,중국,학사과정,숙명여자대학교
17653,여,1994,브라질,교환학생,한양대학교
17654,여,1994,중국,학사과정,고려대학교
17655,여,1994,일본,학사과정,이화여자대학교
17656,남,1994,몽골,교환학생,단국대학교
17657,남,1994,미국,교환학생,(학)연세대학교
17658,여,1994,중국,대학부설 어학원 연수,세종대학교
17659,여,1994,일본,교환학생,한양대학교
17660,여,1994,중국,대학부설 어학원 연수,중앙대학교
17661,여,1994,미국,교환학생,세종대학교
17662,여,1994,중국,대학부설 어학원 연수,부산대학교
17663,남,1994,중국,대학부설 어학원 연수,경기대학교
17664,남,1994,중국,대학부설 어학원 연수,한국기술교육대학교
17665,남,1994,중국,대학부설 어학원 연수,홍익대학교
17666,남,1994,중국,대학부설 어학원 연수,가천대학교
17667,남,1994,중국,대학부설 어학원 연수,경북대학교
17668,남,1994,중국,전문학사과정,경산1대학교
17669,남,1994,베트남,학사과정,공군사관학교
17670,여,1994,말레이시아,학사과정,건국대학교
17671,여,1994,중국,대학부설 어학원 연수,울산대학교
17672,여,1994,중국,대학부설 어학원 연수,충북대학교
17673,여,1994,중국,학사과정,호원대학교
17674,여,1994,필리핀,교환학생,서울시립대학교
17675,여,1994,일본,교환학생,서울여자대학교
17676,여,1994,일본,교환학생,경희대학교
17677,여,1994,미국,교환학생,영남대학교
17678,여,1994,중국,학사과정,목원대학교
17679,여,1994,중국,학사과정,동의대학교
17680,여,1994,필리핀,대학부설 어학원 연수,동명대학교
17681,여,1994,우즈베키스탄,학사과정,인하대학교
17682,여,1994,중국,학사과정,부산대학교
17683,여,1994,일본,교환학생,배재대학교
17684,여,1994,타이완,교환학생,인하대학교
17685,여,1994,몽골,대학부설 어학원 연수,
17686,여,1994,인도네시아,학사과정,경성대학교
17687,여,1994,중국,교환학생,동서대학교
17688,남,1994,우즈베키스탄,학사과정,상명대학교
17689,남,1994,중국,대학부설 어학원 연수,명지대학교
17690,여,1994,중국,학사과정,(학)연세대학교
17691,여,1994,말레이시아,학사과정,성균관대학교
17692,여,1994,중국,대학부설 어학원 연수,동국대학교
17693,여,1994,중국,교환학생,건국대학교
17694,여,1994,일본,교환학생,제주대학교
17695,여,1994,중국,학사과정,성균관대학교
17696,여,1994,중국,대학부설 어학원 연수,대전과학기술대학교
17697,남,1994,미국,학사과정,(학)연세대학교
17698,남,1994,중국,대학부설 어학원 연수,건국대학교
17699,남,1994,중국,학사과정,경성대학교
17700,남,1994,페루,대학부설 어학원 연수,계명대학교
17701,남,1994,노르웨이,학사과정,연세대학교원주캠퍼스
17702,여,1994,일본,교환학생,강원대학교
17703,남,1993,우즈베키스탄,학사과정,호원대학교
17704,남,1993,독일,교환학생,아주대학교
17705,남,1993,중국,대학부설 어학원 연수,홍익대학교
17706,여,1994,중국,학사과정,한국교원대학교
17707,여,1992,중국,대학부설 어학원 연수,전주대학교
17708,남,1992,중국,대학부설 어학원 연수,대구가톨릭대학교
17709,여,1993,중국,전문학사과정,연성대학교
17710,여,1993,중국,학사과정,성균관대학교
17711,여,1993,캐나다,교환학생,고려대학교
17712,여,1993,중국,교환학생,수원대학교
17713,남,1993,중국,학사과정,동국대학교
17714,남,1993,라오스,학사과정,서울대학교
17715,여,1993,중국,교환학생,한림대학교
17716,여,1993,중국,교환학생,배재대학교
17717,남,1993,미얀마,석사과정,국립부경대학교
17718,남,1993,우즈베키스탄,대학부설 어학원 연수,경상대학교
17719,남,1993,베트남,대학부설 어학원 연수,
17720,남,1993,중국,대학부설 어학원 연수,건양대학교
17721,남,1993,중국,학사과정,우석대학교
17722,여,1993,타이완,교환학생,덕성여자대학교
17723,여,1993,몽골,학사과정,전북대학교
17724,여,1993,미국,교환학생,이화여자대학교
17725,여,1993,중국,학사과정,상명대학교
17726,여,1993,중국,학사과정,계명대학교
17727,여,1993,중국,대학부설 어학원 연수,경북대학교
17728,여,1993,중국,대학부설 어학원 연수,충남대학교
17729,여,1993,중국,교환학생,배화여자대학
17730,남,1993,중국,학사과정,충남대학교
17731,여,1994,중국,학사과정,충북대학교
17732,여,1994,중국,학사과정,경희대학교
17733,여,1994,필리핀,교환학생,충북대학교
17734,여,1994,중국,학사과정,수원대학교
17735,여,1994,러시아(연방),교환학생,한국외국어대학교
17736,여,1994,중국,학사과정,경희대학교
17737,여,1994,중국,대학부설 어학원 연수,경북대학교
17738,남,1994,중국,대학부설 어학원 연수,용인송담대학
17739,남,1994,중국,학사과정,성균관대학교
17740,남,1994,베트남,대학부설 어학원 연수,한국산업기술대학교
17741,남,1994,일본,학사과정,선문대학교
17742,여,1994,중국,교환학생,청주대학교
17743,여,1994,베트남,대학부설 어학원 연수,경기대학교
17744,여,1994,일본,교환학생,국민대학교
17745,여,1994,베트남,교환학생,서울여자대학교
17746,남,1994,중국,대학부설 어학원 연수,호남대학교
17747,남,1994,일본,학사과정,선문대학교
17748,남,1994,중국,교환학생,동서대학교
17749,남,1994,중국,학사과정,제주대학교
17750,남,1994,중국,학사과정,대구대학교
17751,여,1994,중국,학사과정,성균관대학교
17752,여,1994,중국,대학부설 어학원 연수,경희대학교
17753,남,1994,카자흐스탄,대학부설 어학원 연수,경동대학교
17754,남,1994,몽골,대학부설 어학원 연수,한국교통대학교
17755,남,1994,프랑스,대학부설 어학원 연수,선문대학교
17756,여,1994,중국,대학부설 어학원 연수,제주국제대학교
17757,여,1994,중국,교환학생,울산대학교
17758,여,1994,중국,대학부설 어학원 연수,초당대학교
17759,여,1994,중국,대학부설 어학원 연수,중앙대학교
17760,남,1994,중국,대학부설 어학원 연수,중앙신학대학원대학교
17761,남,1994,인도네시아,학사과정,한국외국어대학교
17762,여,1994,중국,학사과정,동국대학교
17763,남,1994,중국,대학부설 어학원 연수,충남대학교
17764,남,1994,중국,대학부설 어학원 연수,경희대학교국제캠퍼스
17765,남,1994,중국,대학부설 어학원 연수,성균관대학교
17766,남,1994,중국,대학부설 어학원 연수,두원공과대학
17767,남,1994,베트남,대학부설 어학원 연수,연성대학교
17768,남,1994,루마니아,교환학생,이화여자대학교
17769,여,1994,우크라이나,교환학생,학교법인성결대학교
17770,여,1994,중국,대학부설 어학원 연수,청주대학교
17771,여,1994,중국,학사과정,충북대학교
17772,여,1994,베트남,대학부설 어학원 연수,경동대학교
17773,여,1994,중국,대학부설 어학원 연수,경기대학교
17774,여,1994,페루,대학부설 어학원 연수,이화여자대학교
17775,여,1994,중국,학사과정,성균관대학교
17776,여,1994,타이완,대학부설 어학원 연수,동국대학교
17777,여,1994,중국,대학부설 어학원 연수,(학)연세대학교
17778,여,1994,중국,대학부설 어학원 연수,영남대학교
17779,여,1994,중국,대학부설 어학원 연수,성균관대학교
17780,여,1994,중국,대학부설 어학원 연수,동국대학교
17781,여,1994,중국,학사과정,순천향대학교(학)
17782,남,1994,베트남,대학부설 어학원 연수,동아대학교
17783,남,1994,캄보디아,학사과정,인하대학교
17784,남,1994,몽골,전문학사과정,여주대학
17785,여,1994,몽골,학사과정,국민대학교
17786,남,1994,중국,대학부설 어학원 연수,중앙신학대학원대학교
17787,여,1994,중국,대학부설 어학원 연수,고려대학교
17788,여,1994,타이완,대학부설 어학원 연수,경희대학교
17789,여,1994,중국,학사과정,국민대학교
17790,남,1994,중국,대학부설 어학원 연수,가천대학교
17791,남,1994,중국,대학부설 어학원 연수,숭실대학교
17792,남,1994,중국,교환학생,동의대학교
17793,남,1994,중국,학사과정,한남대학교
17794,남,1994,중국,교환학생,세명대학교
17795,여,1994,몽골,전문학사과정,전주기전대학
17796,여,1994,프랑스,교환학생,한국외국어대학교
17797,여,1994,중국,교환학생,영남대학교
17798,여,1994,중국,학사과정,우송대학교
17799,여,1994,일본,학사과정,한국외국어대학교
17800,여,1994,중국,대학부설 어학원 연수,경상대학교
17801,여,1994,중국,교환학생,경상대학교
17802,여,1994,몽골,대학부설 어학원 연수,경인여자대학
17803,여,1994,중국,전문학사과정,영진전문대학
17804,여,1994,일본,대학부설 어학원 연수,선문대학교
17805,여,1994,중국,전문학사과정,한양여자대학
17806,남,1994,중국,대학부설 어학원 연수,건국대학교
17807,남,1994,중국,대학부설 어학원 연수,한국항공대학교
17808,여,1994,인도,교환학생,숭실대학교
17809,여,1994,필리핀,교환학생,동명대학교
17810,여,1994,중국,대학부설 어학원 연수,부산대학교
17811,여,1994,일본,교환학생,성공회대학교
17812,여,1994,중국,교환학생,강원대학교
17813,여,1994,중국,학사과정,성균관대학교
17814,여,1994,미국,학사과정,경희대학교
17815,여,1994,칠레,대학부설 어학원 연수,선문대학교
17816,여,1994,중국,학사과정,경희대학교
17817,여,1994,일본,교환학생,성신여자대학교
17818,여,1994,중국,교환학생,우송대학교
17819,여,1994,필리핀,교환학생,한남대학교
17820,여,1997,나이지리아,대학부설 어학원 연수,경희대학교
17821,여,1994,중국,학사과정,광주여자대학교
17822,여,1994,우크라이나,교환학생,원광대학교
17823,여,1994,중국,교환학생,충북대학교
17824,여,1994,중국,학사과정,중앙대학교
17825,여,1994,말레이시아,학사과정,고려대학교
17826,여,1994,중국,대학부설 어학원 연수,고려대학교
17827,여,1994,중국,교환학생,동아대학교
17828,남,1994,중국,대학부설 어학원 연수,동국대학교
17829,남,1994,중국,대학부설 어학원 연수,명지대학교
17830,여,1994,중국,전문학사과정,연성대학교
17831,여,1994,독일,교환학생,건국대학교
17832,남,1994,중국,학사과정,울산대학교
17833,여,1992,중국,교환학생,공주대학교
17834,여,1992,키르기스스탄,교환학생,한남대학교
17835,여,1993,말레이시아,전문학사과정,동양미래대학
17836,여,1993,타이,전문학사과정,경인여자대학
17837,여,1993,중국,학사과정,경북대학교
17838,남,1993,베트남,교환학생,대구대학교
17839,남,1993,베트남,전문학사과정,대구과학대학교
17840,남,1993,중국,대학부설 어학원 연수,경북대학교
17841,남,1993,중국,대학부설 어학원 연수,동국대학교 경주캠퍼스
17842,남,1993,베트남,학사과정,한국산업기술대학교
17843,여,1993,중국,교환학생,한국교원대학교
17844,여,1993,중국,교환학생,서울여자대학교
17845,여,1993,중국,전문학사과정,호서대학교
17846,여,1993,중국,학사과정,호서대학교
17847,여,1993,중국,교환학생,서강대학교
17848,여,1993,일본,대학부설 어학원 연수,(학)연세대학교
17849,남,1993,중국,학사과정,국민대학교
17850,남,1993,중국,학사과정,경성대학교
17851,여,1993,일본,학사과정,성균관대학교
17852,여,1993,중국,교환학생,용인대학교
17853,남,1993,중국,대학부설 어학원 연수,성신여자대학교
17854,남,1993,중국,교환학생,호남대학교
17855,여,1993,일본,교환학생,이화여자대학교
17856,남,1993,중국,대학부설 어학원 연수,경기대학교
17857,남,1993,브라질,교환학생,서울대학교
17858,남,1993,인도네시아,대학부설 어학원 연수,영산대학교
17859,남,1993,가나,학사과정,한국뉴욕주립대학교
17860,남,1993,중국,학사과정,초당대학교
17861,여,1993,중국,대학부설 어학원 연수,상명대학교
17862,남,1993,중국,학사과정,상명대학교
17863,남,1993,중국,대학부설 어학원 연수,가천대학교
17864,남,1993,파라과이,대학부설 어학원 연수,숭실대학교
17865,남,1993,영국,교환학생,서울대학교
17866,남,1994,중국,대학부설 어학원 연수,가천대학교
17867,남,1994,베트남,학사과정,건국대학교
17868,남,1994,베트남,대학부설 어학원 연수,동신대학교
17869,남,1994,중국,대학부설 어학원 연수,동국대학교 경주캠퍼스
17870,남,1994,중국,대학부설 어학원 연수,상명대학교
17871,여,1994,인도네시아,학사과정,경성대학교
17872,여,1994,중국,교환학생,동의대학교
17873,여,1994,중국,전문학사과정,제주한라대학교
17874,여,1994,일본,학사과정,선문대학교
17875,여,1994,중국,대학부설 어학원 연수,홍익대학교
17876,남,1994,중국,학사과정,한국산업기술대학교
17877,여,1994,중국,대학부설 어학원 연수,중앙대학교
17878,여,1994,에티오피아,대학부설 어학원 연수,
17879,여,1994,중국,교환학생,동서대학교
17880,남,1994,중국,대학부설 어학원 연수,울산대학교
17881,남,1994,중국,학사과정,한밭대학교
17882,남,1994,중국,대학부설 어학원 연수,전남대학교
17883,남,1994,중국,대학부설 어학원 연수,국민대학교
17884,남,1994,베트남,대학부설 어학원 연수,한국산업기술대학교
17885,남,1994,중국,학사과정,제주대학교
17886,남,1994,중국,학사과정,경북대학교
17887,남,1994,중국,대학부설 어학원 연수,영남대학교
17888,남,1994,중국,대학부설 어학원 연수,광주대학교
17889,여,1994,중국,대학부설 어학원 연수,강릉원주대학교
17890,여,1994,중국,학사과정,한국외국어대학교
17891,여,1994,중국,대학부설 어학원 연수,충북대학교
17892,여,1994,일본,교환학생,덕성여자대학교
17893,여,1994,네덜란드,교환학생,(학)연세대학교
17894,남,1994,중국,학사과정,우송대학교
17895,남,1994,인도네시아,대학부설 어학원 연수,영산대학교
17896,여,1994,중국,학사과정,우송대학교
17897,여,1994,중국,대학부설 어학원 연수,충남대학교
17898,여,1994,중국,대학부설 어학원 연수,중앙대학교
17899,남,1994,중국,대학부설 어학원 연수,연성대학교
17900,남,1994,중국,학사과정,부산대학교
17901,남,1994,중국,대학부설 어학원 연수,안동대학교
17902,남,1994,중국,대학부설 어학원 연수,충남대학교
17903,남,1994,중국,전문학사과정,경산1대학교
17904,남,1994,중국,학사과정,전남대학교
17905,남,1994,중국,대학부설 어학원 연수,전남대학교
17906,여,1994,중국,대학부설 어학원 연수,충북대학교
17907,여,1994,홍콩,대학부설 어학원 연수,이화여자대학교
17908,남,1994,중국,대학부설 어학원 연수,건국대학교
17909,남,1994,중국,대학부설 어학원 연수,성균관대학교
17910,남,1994,중국,대학부설 어학원 연수,(학)연세대학교
17911,여,1994,미국,교환학생,건국대학교
17912,여,1994,중국,학사과정,이화여자대학교
17913,여,1994,중국,학사과정,부산대학교
17914,여,1994,중국,대학부설 어학원 연수,동국대학교
17915,남,1994,중국,대학부설 어학원 연수,중앙대학교
17916,남,1994,사우디아라비아,대학부설 어학원 연수,고려대학교
17917,남,1994,중국,대학부설 어학원 연수,홍익대학교
17918,여,1994,인도네시아,학사과정,경성대학교
17919,남,1994,중국,대학부설 어학원 연수,충남대학교
17920,남,1994,우즈베키스탄,학사과정,세종대학교
17921,남,1994,중국,대학부설 어학원 연수,한밭대학교
17922,남,1994,타지키스탄,학사과정,한서대학교
17923,남,1994,중국,대학부설 어학원 연수,충북대학교
17924,남,1994,중국,학사과정,세한대학교
17925,남,1994,터키,대학부설 어학원 연수,강남대학교
17926,남,1994,중국,학사과정,상명대학교
17927,남,1994,일본,대학부설 어학원 연수,선문대학교
17928,여,1994,미국,교환학생,고려대학교
17929,여,1994,일본,교환학생,성균관대학교
17930,여,1994,중국,대학부설 어학원 연수,경희대학교
17931,여,1994,중국,대학부설 어학원 연수,동국대학교
17932,남,1994,미국,교환학생,건국대학교
17933,남,1994,중국,대학부설 어학원 연수,국립부경대학교
17934,남,1994,중국,학사과정,호남대학교
17935,남,1994,카메룬,대학부설 어학원 연수,아주대학교
17936,여,1994,중국,학사과정,부산대학교
17937,여,1994,중국,학사과정,동국대학교
17938,여,1994,러시아(연방),전문학사과정,동원과학기술대학교
17939,여,1994,중국,전문학사과정,전주비전대학교
17940,여,1994,중국,대학부설 어학원 연수,세명대학교
17941,남,1994,중국,학사과정,목포대학교
17942,남,1994,베트남,대학부설 어학원 연수,경동대학교
17943,남,1994,중국,대학부설 어학원 연수,경희대학교국제캠퍼스
17944,남,1994,중국,대학부설 어학원 연수,연세대학교언어연구교육원
