성별,연령대,국적명,체류자격,학교명
남,1990년대생,중국,교환학생,극동대학교
남,1990년대생,중국,대학부설어학원연수,성균관대학교
남,1990년대생,일본,학사유학,선문대학교
남,1990년대생,에티오피아,학사유학,고려대학교
여,1990년대생,중국,학사유학,건국대학교
남,1990년대생,중국,대학부설어학원연수,국립부경대학교
남,1990년대생,베트남,교환학생,인하대학교
남,1990년대생,중국,학사유학,우석대학교
여,1990년대생,중국,학사유학,단국대학교
여,1990년대생,베트남,대학부설어학원연수,아주대학교
여,1990년대생,중국,학사유학,고려대학교
여,1990년대생,중국,학사유학,경희대학교
여,1990년대생,중국,학사유학,성균관대학교
여,1990년대생,프랑스,교환학생,서울시립대학교
여,1990년대생,중국,대학부설어학원연수,고려대학교
남,1990년대생,중국,학사유학,국립부경대학교
남,1990년대생,중국,학사유학,부산대학교
남,1990년대생,중국,학사유학,국립대학법인 인천대학교
여,1990년대생,우즈베키스탄,대학부설어학원연수,한경대학교
여,1990년대생,말레이시아,학사유학,한양대학교
여,1990년대생,중국,학사유학,이화여자대학교
여,1990년대생,중국,대학부설어학원연수,이화여자대학교
남,1990년대생,중국,학사유학,고려대학교
남,1990년대생,우즈베키스탄,학사유학,세종대학교
남,1990년대생,중국,대학부설어학원연수,건국대학교
남,1990년대생,베트남,교환학생,서울대학교
여,1990년대생,인도,학사유학,한국과학기술원
여,1990년대생,중국,대학부설어학원연수,충남대학교
여,1990년대생,베트남,대학부설어학원연수,동원대학
여,1990년대생,카자흐스탄,학사유학,경희대학교
여,1990년대생,중국,학사유학,경희대학교
남,1990년대생,사우디아라비아,학사유학,국민대학교
남,1990년대생,중국,대학부설어학원연수,경희대학교
남,1990년대생,말레이시아,학사유학,한양대학교
여,1990년대생,중국,대학부설어학원연수,중앙대학교
여,1990년대생,말레이시아,학사유학,한양대학교
여,1990년대생,중국,학사유학,이화여자대학교
여,1990년대생,중국,학사유학,성균관대학교
남,1990년대생,중국,교환학생,신라대학교
남,1990년대생,방글라데시,학사유학,대구가톨릭대학교
남,1990년대생,몽골,대학부설어학원연수,한림대학교
남,1990년대생,필리핀,학사유학,세명대학교
남,1990년대생,베트남,대학부설어학원연수,청운대학교
여,1990년대생,중국,교환학생,중앙대학교
여,1990년대생,중국,학사유학,성균관대학교
여,1990년대생,타이완,교환학생,국민대학교
여,1990년대생,중국,학사유학,(학)연세대학교
남,1990년대생,중국,대학부설어학원연수,가천대학교
남,1990년대생,중국,대학부설어학원연수,창신대학교
남,1990년대생,중국,교환학생,경남대학교
남,1990년대생,베트남,대학부설어학원연수,경동대학교
남,1990년대생,중국,대학부설어학원연수,중앙대학교
남,1990년대생,중국,대학부설어학원연수,청주대학교
남,1990년대생,중국,대학부설어학원연수,한국외국어대학교
남,1990년대생,미국,교환학생,(학)연세대학교
여,1990년대생,말레이시아,전문학사,동양미래대학
여,1990년대생,중국,학사유학,건국대학교
여,1990년대생,타이완,교환학생,중앙대학교
여,1990년대생,중국,대학부설어학원연수,부산외국어대학교
여,1990년대생,중국,대학부설어학원연수,고려대학교
여,1990년대생,중국,학사유학,세종대학교
여,1990년대생,중국,대학부설어학원연수,고려대학교
여,1990년대생,프랑스,교환학생,서강대학교
여,1990년대생,타이완,교환학생,이화여자대학교
남,1990년대생,중국,대학부설어학원연수,한양대학교
남,1990년대생,중국,학사유학,부산대학교
남,1990년대생,중국,학사유학,부산외국어대학교
남,1990년대생,중국,대학부설어학원연수,인하대학교
여,1990년대생,중국,대학부설어학원연수,원광대학교
여,1990년대생,중국,학사유학,경기대학교
여,1990년대생,중국,학사유학,성균관대학교
여,1990년대생,중국,교환학생,강남대학교
여,1990년대생,중국,교환학생,서울대학교
남,1990년대생,케냐,학사유학,고려대학교
남,1990년대생,중국,학사유학,강릉원주대학교
남,1990년대생,중국,대학부설어학원연수,안양대학교
여,1990년대생,일본,학사유학,경희대학교국제캠퍼스
여,1990년대생,중국,학사유학,(학)연세대학교
여,1990년대생,중국,대학부설어학원연수,건국대학교
여,1990년대생,중국,교환학생,동아대학교
여,1990년대생,중국,교환학생,신라대학교
남,1990년대생,베트남,대학부설어학원연수,위덕대학교
남,1990년대생,중국,학사유학,경희대학교
남,1990년대생,중국,대학부설어학원연수,서울시립대학교
남,1990년대생,중국,학사유학,삼육대학교
남,1990년대생,중국,교환학생,순천향대학교(학)
여,1990년대생,중국,교환학생,숙명여자대학교
여,1990년대생,중국,학사유학,부산대학교
여,1990년대생,중국,학사유학,국립부경대학교
남,1940년대생,일본,연구유학,서울대학교
남,1950년대생,미국,박사유학,청심신학대학원대학교
남,1950년대생,한국계중국인,석사유학,충남대학교
남,1950년대생,오스트레일리아,대학부설어학원연수,서강대학교
남,1960년대생,중국,박사유학,동아대학교
남,1960년대생,이라크,대학부설어학원연수,국방대학교
남,1960년대생,인도네시아,박사유학,장로회신학대학교
남,1960년대생,미얀마,석사유학,국제신학대학원대학교
남,1960년대생,파키스탄,석사유학,국제신학대학원대학교
여,1960년대생,몽골,대학부설어학원연수,건국대학교행정대학원
여,1960년대생,일본,박사유학,한국외국어대학교
남,1960년대생,오스트레일리아,대학부설어학원연수,고려대학교
여,1960년대생,일본,대학부설어학원연수,경희대학교
남,1960년대생,네팔,대학부설어학원연수,중앙신학대학원대학교
남,1960년대생,나이지리아,박사유학,한국과학기술원
남,1960년대생,타이완,대학부설어학원연수,고려대학교
남,1960년대생,에콰도르,석사유학,한국개발연구원국제정책대학원대학교
남,1960년대생,몽골,박사유학,광주과학기술원
여,1960년대생,인도,박사유학,평택대학교
여,1960년대생,미얀마,박사유학,국립부경대학교
남,1960년대생,미얀마,대학부설어학원연수,한국외국어대학교
여,1970년대생,몽골,대학부설어학원연수,대한신학대학원대학교
여,1970년대생,중국,석사유학,명지대학교대학원
여,1970년대생,몽골,박사유학,원광대학교
여,1970년대생,몽골,대학부설어학원연수,성산효대학원대학교
남,1970년대생,베트남,대학부설어학원연수,서울대학교언어교육원
여,1970년대생,키르기스스탄,석사유학,부산대학교
여,1970년대생,파키스탄,박사유학,경북대학교
남,1970년대생,나이지리아,박사유학,(학)연세대학교
여,1970년대생,케냐,박사유학,한남대학교
남,1970년대생,필리핀,박사유학,(학)연세대학교
남,1970년대생,몽골,석사유학,서울대학교
여,1970년대생,베트남,박사유학,한국외국어대학교
남,1970년대생,인도,박사유학,서울기독대학교 대학원
여,1970년대생,러시아(연방),박사유학,서울대학교
남,1970년대생,네팔,박사유학,서울기독대학교
여,1970년대생,몽골,대학부설어학원연수,대한신학대학원대학교
남,1970년대생,중국,박사유학,중앙대학교
남,1970년대생,네팔,석사유학,(주)내외
여,1970년대생,몽골,대학부설어학원연수,서울성경신학대학원대학교
남,1970년대생,우간다,박사유학,나사렛대학교
남,1970년대생,중국,박사유학,영남대학교
여,1970년대생,카자흐스탄,박사유학,전남대학교
여,1970년대생,몽골,박사유학,창원대학교
남,1970년대생,중국,석사유학,침례신학대학교
남,1970년대생,탄자니아,석사유학,성균관대학교
남,1970년대생,베트남,대학부설어학원연수,서강대학교
남,1970년대생,몽골,대학부설어학원연수,중앙신학대학원대학교
남,1970년대생,중국,박사유학,동서대학교
여,1970년대생,몽골,박사유학,전북대학교
남,1970년대생,중국,석사유학,한서대학교
여,1970년대생,잠비아,석사유학,영남대학교
여,1970년대생,이탈리아,대학부설어학원연수,(학)연세대학교
남,1970년대생,몽골,대학부설어학원연수,중앙신학대학원대학교
남,1970년대생,스위스,연구유학,서강대학교
여,1970년대생,필리핀,학사유학,선문대학교
여,1970년대생,루마니아,박사유학,서울대학교
남,1970년대생,파나마,박사유학,울산대학교
남,1970년대생,나이지리아,박사유학,한국과학기술원
남,1970년대생,베트남,박사유학,명지대학교
남,1970년대생,나이지리아,석사유학,한양대학교
남,1970년대생,중국,박사유학,조선대학교
여,1970년대생,미얀마,석사유학,한영신학대학교
남,1970년대생,베트남,박사유학,전북대학교
남,1970년대생,가나,박사유학,서울기독대학교 대학원
남,1970년대생,중국,박사유학,한국외국어대학교
남,1970년대생,중국,연구유학,서울대학교
남,1970년대생,우루과이,대학부설어학원연수,충남대학교
여,1970년대생,몽골,석사유학,인제대학교
남,1970년대생,말라위,석사유학,한신대학교
남,1970년대생,중국,박사유학,인제대학교
남,1970년대생,스리랑카,대학부설어학원연수,경기대학교
남,1970년대생,네팔,석사유학,청심신학대학원대학교
남,1970년대생,중국,박사유학,장로회신학대학교
여,1970년대생,중국,대학부설어학원연수,경동대학교
남,1970년대생,베트남,학사유학,루터대학교
여,1970년대생,베트남,석사유학,영남대학교
남,1970년대생,케냐,석사유학,한국전력국제원자력대학원대학교
남,1970년대생,가나,대학부설어학원연수,인하대학교
남,1970년대생,타이,박사유학,서울대학교
남,1970년대생,베트남,박사유학,울산대학교
남,1970년대생,중국,박사유학,창원대학교
남,1970년대생,스리랑카,석사유학,한동대학교
남,1970년대생,에티오피아,대학부설어학원연수,충남대학교
여,1970년대생,미얀마,석사유학,아세아연합신학대학교
남,1970년대생,모잠비크,석사유학,아주대학교
남,1970년대생,티모르민주공화국,석사유학,아주대학교
남,1970년대생,중국,박사유학,한양대학교
여,1970년대생,몽골,대학부설어학원연수,웨스트민스터신학대학원대학교
여,1970년대생,이란,박사유학,포항공과대학교
남,1970년대생,벨리즈,박사유학,계명대학교
남,1970년대생,방글라데시,대학부설어학원연수,전남대학교언어교육원
여,1970년대생,일본,학사유학,숙명여자대학교
남,1970년대생,탄자니아,석사유학,한국전력국제원자력대학원대학교
여,1970년대생,중국,박사유학,(재)한국학중앙연구원
여,1970년대생,몽골,석사유학,개신대학원대학교
남,1970년대생,몽골,박사유학,전북대학교
남,1970년대생,예멘공화국,석사유학,
여,1970년대생,홍콩,박사유학,서울대학교
남,1970년대생,파키스탄,석사유학,과학기술연합대학원대학교
여,1970년대생,에티오피아,석사유학,고려대학교
남,1970년대생,아제르바이잔,석사유학,경북대학교
남,1970년대생,미얀마,석사유학,아세아연합신학대학교
여,1970년대생,중국,박사유학,동서대학교
남,1970년대생,케냐,박사유학,연세대학교 국제캠퍼스
남,1970년대생,파키스탄,박사유학,성균관대학교
여,1970년대생,몽골,박사유학,숭실대학교
남,1970년대생,네팔,박사유학,아주대학교
남,1970년대생,사우디아라비아,석사유학,강원대학교
여,1970년대생,일본,석사유학,인제대학교
여,1970년대생,베트남,박사유학,(학)연세대학교
남,1970년대생,미얀마,석사유학,충남대학교
여,1970년대생,몽골,석사유학,건국대학교
남,1970년대생,페루,대학부설어학원연수,숭실대학교
여,1970년대생,중국,박사유학,창원대학교
남,1970년대생,미국,석사유학,서울대학교
남,1970년대생,몽골,박사유학,전북대학교
여,1970년대생,일본,박사유학,경희대학교
남,1970년대생,베트남,박사유학,경희대학교
남,1970년대생,인도,박사유학,성균관대학교
여,1970년대생,미얀마,석사유학,(학)연세대학교
여,1970년대생,중국,박사유학,전남대학교
여,1970년대생,중국,박사유학,청주대학교
남,1970년대생,네팔,박사유학,경상대학교
남,1970년대생,네팔,대학부설어학원연수,한양대학교국제어학원
남,1970년대생,베트남,석사유학,경성대학교
여,1970년대생,몽골,석사유학,중앙신학대학원대학교
남,1970년대생,필리핀,대학부설어학원연수,한남대학교
남,1970년대생,중국,박사유학,창원대학교
남,1970년대생,파푸아뉴기니,석사유학,연세대학교원주캠퍼스
여,1970년대생,필리핀,석사유학,횃불트리니티신학대학원대학교
남,1970년대생,나이지리아,석사유학,한영신학대학교
남,1970년대생,에티오피아,박사유학,신라대학교
남,1970년대생,인도네시아,박사유학,동국대학교
남,1970년대생,에티오피아,박사유학,국립부경대학교
여,1970년대생,몽골,박사유학,(재)한국학중앙연구원
남,1970년대생,파키스탄,박사유학,경희대학교국제캠퍼스
남,1970년대생,모로코,대학부설어학원연수,개신대학원대학교
남,1970년대생,파키스탄,박사유학,성균관대학교
여,1970년대생,중국,박사유학,동서대학교
남,1970년대생,탄자니아,석사유학,아주대학교
남,1970년대생,네팔,박사유학,선문대학교
여,1970년대생,몽골,석사유학,숭실대학교
남,1970년대생,중국,석사유학,영동대학교
여,1970년대생,베트남,대학부설어학원연수,고신대학교
남,1970년대생,우간다,석사유학,경북대학교
여,1970년대생,중국,석사유학,부산외국어대학교
여,1970년대생,인도네시아,박사유학,경상대학교
남,1970년대생,중국,박사유학,전주대학교
여,1970년대생,필리핀,석사유학,국제신학대학원대학교
남,1970년대생,네팔,박사유학,강원대학교
남,1970년대생,라오스,박사유학,서울대학교
남,1970년대생,인도네시아,박사유학,세종대학교
남,1970년대생,네팔,박사유학,순천향대학교(학)
남,1970년대생,카자흐스탄,전문학사,계명문화대학교
여,1970년대생,일본,대학부설어학원연수,(학)연세대학교
남,1970년대생,파키스탄,박사유학,국립부경대학교
남,1970년대생,네팔,석사유학,한국교통대학교
여,1970년대생,몽골,대학부설어학원연수,대한신학대학원대학교
여,1970년대생,몽골,대학부설어학원연수,국제신학대학원대학교
여,1970년대생,몽골,석사유학,서울대학교
여,1970년대생,몽골,석사유학,광운대학교
남,1970년대생,이란,석사유학,서강대학교
남,1970년대생,인도,박사유학,평택대학교
남,1970년대생,네팔,석사유학,고려대학교
남,1970년대생,중국,석사유학,용인대학교
남,1970년대생,라이베리아,석사유학,한국개발연구원국제정책대학원대학교
여,1970년대생,필리핀,석사유학,한영신학대학교
여,1970년대생,우크라이나,석사유학,창원대학교
남,1970년대생,중국,박사유학,울산대학교
남,1970년대생,방글라데시,박사유학,경희대학교국제캠퍼스
남,1970년대생,일본,대학부설어학원연수,
여,1970년대생,솔로몬군도,석사유학,한국개발연구원국제정책대학원대학교
남,1970년대생,키르기스스탄,대학부설어학원연수,강릉영동대학
남,1970년대생,콩고민주공화국,석사유학,한국과학기술원
여,1970년대생,몽골,박사유학,한국산업기술대학교
남,1970년대생,인도,박사유학,성균관대학교
남,1970년대생,탄자니아,석사유학,연세대학교원주캠퍼스
남,1980년대생,카메룬,학사유학,나사렛대학교
여,1980년대생,우즈베키스탄,석사유학,KDI국제정책대학원대학교
남,1980년대생,중국,박사유학,동서대학교
여,1970년대생,몽골,대학부설어학원연수,두원공과대학
남,1970년대생,라오스,대학부설어학원연수,선문대학교
남,1970년대생,네팔,석사유학,조선대학교
여,1970년대생,몽골,대학부설어학원연수,경성대학교
여,1970년대생,필리핀,석사유학,국립부경대학교
여,1970년대생,중국,대학부설어학원연수,아주대학교
여,1970년대생,베트남,박사유학,(재)한국학중앙연구원
여,1970년대생,중국,박사유학,고려대학교
여,1970년대생,몽골,대학부설어학원연수,웨스트민스터신학대학원대학교
남,1970년대생,미국,대학부설어학원연수,고려대학교
여,1980년대생,중국,석사유학,광주여자대학교
여,1970년대생,몽골,석사유학,서울시립대학교
남,1970년대생,중국,박사유학,청주대학교
남,1970년대생,포르투갈,연구유학,성균관대학교
남,1970년대생,네팔,석사유학,강원대학교
남,1970년대생,베트남,박사유학,영남대학교
남,1970년대생,가나,석사유학,한국과학기술원
남,1970년대생,네팔,석사유학,나사렛대학교
남,1980년대생,이집트,석사유학,한국전력국제원자력대학원대학교
여,1980년대생,네팔,박사유학,아주대학교
남,1970년대생,파키스탄,박사유학,광주과학기술원
남,1970년대생,베트남,박사유학,울산대학교
여,1970년대생,중국,박사유학,(재)한국학중앙연구원
남,1970년대생,우간다,교환학생,동서대학교
남,1970년대생,인도,박사유학,연세대학교 국제캠퍼스
남,1970년대생,몽골,석사유학,숭실대학교
여,1970년대생,키르기스스탄,석사유학,한반도국제대학원대학교
여,1980년대생,체코,학사유학,배재대학교
남,1980년대생,인도,박사유학,전북대학교
남,1980년대생,몽골,석사유학,목원대학교
남,1970년대생,중국,연구유학,전북대학교
남,1970년대생,스페인,교환학생,서울시립대학교
남,1970년대생,중국,대학부설어학원연수,침례신학대학교
남,1970년대생,중국,전문학사,동아인재대학
남,1980년대생,케냐,석사유학,전남대학교
여,1970년대생,중국,박사유학,서울과학기술대학교
남,1970년대생,중국,석사유학,신라대학교
남,1970년대생,인도,석사유학,서울대학교
여,1970년대생,몽골,박사유학,(학)연세대학교
여,1970년대생,파키스탄,석사유학,광주과학기술원
남,1980년대생,방글라데시,박사유학,경북대학교
남,1970년대생,방글라데시,박사유학,경상대학교
남,1980년대생,타이,박사유학,성균관대학교
남,1980년대생,파키스탄,박사유학,한양대학교
남,1980년대생,인도,박사유학,안동대학교
남,1980년대생,파키스탄,대학부설어학원연수,안양대학교
남,1980년대생,파키스탄,박사유학,경북대학교
남,1980년대생,방글라데시,박사유학,고려대학교
여,1980년대생,타이완,대학부설어학원연수,고려대학교
남,1980년대생,베트남,석사유학,한양대학교
남,1980년대생,파키스탄,박사유학,광주과학기술원
여,1980년대생,중국,박사유학,전남대학교
남,1980년대생,미얀마,박사유학,횃불트리니티신학대학원대학교
남,1980년대생,일본,박사유학,서울대학교
여,1980년대생,중국,박사유학,세종대학교
남,1980년대생,파키스탄,박사유학,한양대학교
남,1980년대생,콩고민주공화국,대학부설어학원연수,영남대학교
남,1980년대생,몽골,대학부설어학원연수,울산대학교
여,1980년대생,방글라데시,석사유학,영남대학교
남,1980년대생,파키스탄,박사유학,동국대학교
여,1980년대생,미얀마,대학부설어학원연수,동아대학교
여,1980년대생,르완다,석사유학,전남대학교
여,1980년대생,우간다,석사유학,경북대학교
여,1980년대생,중국,석사유학,한국개발연구원국제정책대학원대학교
남,1980년대생,카메룬,석사유학,한영신학대학교
남,1980년대생,방글라데시,박사유학,충남대학교
남,1980년대생,방글라데시,박사유학,전북대학교
남,1980년대생,콩고민주공화국,박사유학,한국기술교육대학교
남,1980년대생,파키스탄,석사유학,한양대학교 대학원
남,1980년대생,인도네시아,박사유학,과학기술연합대학원대학교
남,1980년대생,카메룬,석사유학,대한신학대학원대학교
여,1980년대생,타이완,박사유학,서울대학교
여,1980년대생,네팔,석사유학,아주대학교
여,1980년대생,콜롬비아,대학부설어학원연수,계명대학교
여,1980년대생,르완다,박사유학,한림대학교
여,1980년대생,중국,석사유학,숭실대학교
여,1980년대생,터키,대학부설어학원연수,선문대학교
남,1980년대생,필리핀,박사유학,중앙대학교
남,1980년대생,베트남,박사유학,목포해양대학교
여,1980년대생,중국,박사유학,원광대학교
남,1980년대생,인도네시아,석사유학,영남대학교
남,1980년대생,방글라데시,박사유학,전북대학교
남,1980년대생,인도,박사유학,과학기술연합대학원대학교
남,1980년대생,카메룬,대학부설어학원연수,전남대학교언어교육원
남,1980년대생,파키스탄,박사유학,한국과학기술원
남,1980년대생,방글라데시,석사유학,동의대학교
남,1980년대생,베트남,박사유학,울산대학교
남,1980년대생,카메룬,석사유학,아주대학교
남,1980년대생,이란,박사유학,한양대학교
남,1980년대생,중국,박사유학,동서대학교
여,1980년대생,인도네시아,석사유학,서울시립대학교
여,1980년대생,키르기스스탄,대학부설어학원연수,한성대학교 언어교육연구원
여,1980년대생,타이완,대학부설어학원연수,성균관대학교
남,1980년대생,튀니지,석사유학,고려대학교
남,1980년대생,가나,박사유학,한밭대학교
남,1980년대생,방글라데시,박사유학,국립부경대학교
남,1980년대생,튀니지,석사유학,한국외국어대학교
여,1980년대생,인도네시아,박사유학,연세대학교 국제캠퍼스
여,1980년대생,몽골,대학부설어학원연수,아주대학교
여,1980년대생,독일,교환학생,(학)연세대학교
남,1980년대생,방글라데시,석사유학,우송대학교
여,1980년대생,중국,석사유학,전남대학교
남,1980년대생,파키스탄,박사유학,한양대학교
남,1980년대생,네팔,박사유학,서울대학교
남,1980년대생,인도,석사유학,삼육대학교
남,1980년대생,터키,박사유학,고려대학교
여,1980년대생,가나,석사유학,국립부경대학교
여,1980년대생,몽골,석사유학,계명대학교
남,1980년대생,우즈베키스탄,학사유학,동아대학교
남,1980년대생,우간다,대학부설어학원연수,(학)연세대학교
남,1980년대생,인도네시아,박사유학,국립부경대학교
여,1980년대생,중국,박사유학,호서대학교
남,1980년대생,탄자니아,석사유학,연세대학교원주캠퍼스
남,1980년대생,타이,박사유학,재단법인대구경북과학기술원
여,1980년대생,중국,대학부설어학원연수,위덕대학교
여,1980년대생,미국,학사유학,홍익대학교
남,1980년대생,파키스탄,박사유학,영남대학교
남,1980년대생,인도,박사유학,충남대학교
남,1980년대생,몽골,석사유학,한국외국어대학교
남,1980년대생,인도,박사유학,울산과학기술대학교
남,1980년대생,중국,박사유학,고려대학교
여,1980년대생,베트남,박사유학,숙명여자대학교
여,1980년대생,베트남,전문학사,성덕대학
남,1980년대생,중국,박사유학,과학기술연합대학원대학교
남,1980년대생,파키스탄,박사유학,전북대학교
남,1980년대생,중국,박사유학,경기대학교
여,1980년대생,인도,박사유학,성균관대학교
남,1980년대생,나이지리아,석사유학,한동대학교
여,1980년대생,파키스탄,박사유학,포항공과대학교
남,1980년대생,파키스탄,석사유학,과학기술연합대학원대학교
남,1980년대생,한국계중국인,전문학사,성덕대학
남,1980년대생,우즈베키스탄,박사유학,서울대학교
남,1980년대생,팔레스타인,석사유학,숭실대학교
남,1980년대생,중국,박사유학,성균관대학교
남,1980년대생,우즈베키스탄,대학부설어학원연수,서울기독대학교
남,1980년대생,케냐,석사유학,한국전력국제원자력대학원대학교
남,1980년대생,영국,대학부설어학원연수,아주대학교
남,1980년대생,베트남,박사유학,과학기술연합대학원대학교
여,1980년대생,몽골,석사유학,숭실대학교
남,1980년대생,에티오피아,박사유학,서울대학교
남,1980년대생,인도,박사유학,중앙대학교
남,1980년대생,파키스탄,석사유학,동국대학교
남,1980년대생,인도,박사유학,고려대학교세종캠퍼스
남,1980년대생,방글라데시,박사유학,조선대학교
남,1980년대생,중국,박사유학,용인대학교
남,1980년대생,중국,박사유학,한양대학교 대학원
남,1980년대생,우즈베키스탄,석사유학,서울성경신학대학원대학교
여,1980년대생,중국,대학부설어학원연수,서울대학교
여,1980년대생,몽골,대학부설어학원연수,개신대학원대학교
남,1980년대생,방글라데시,박사유학,영남대학교
남,1980년대생,방글라데시,박사유학,강원대학교
여,1980년대생,인도네시아,석사유학,대구가톨릭대학교
남,1980년대생,스리랑카,전문학사,계명문화대학교
남,1980년대생,오스트레일리아,석사유학,전북대학교
남,1980년대생,한국계중국인,박사유학,(재)한국학중앙연구원
남,1980년대생,인도,박사유학,과학기술연합대학원대학교
남,1980년대생,방글라데시,석사유학,울산대학교
남,1980년대생,이란,박사유학,경북대학교
여,1980년대생,몽골,석사유학,서울과학기술대학교
남,1980년대생,터키,박사유학,주식회사 티유코리아
남,1980년대생,네팔,석사유학,나사렛대학교
남,1980년대생,필리핀,석사유학,명지대학교
여,1980년대생,중국,박사유학,전북대학교
남,1980년대생,베트남,박사유학,동아대학교
여,1980년대생,중국,박사유학,충북대학교
여,1980년대생,중국,석사유학,연세대학교
남,1980년대생,중국,석사유학,국민대학교
남,1980년대생,네팔,학사유학,우송대학교
남,1980년대생,르완다,박사유학,건신대학원대학교
여,1980년대생,중국,대학부설어학원연수,동국대학교
여,1980년대생,타이완,석사유학,부산대학교
여,1980년대생,베트남,박사유학,숭실대학교
남,1980년대생,나이지리아,대학부설어학원연수,동서대학교
남,1980년대생,미국,교환학생,(학)연세대학교
여,1980년대생,필리핀,석사유학,서울대학교
남,1980년대생,세르비아,박사유학,서울대학교
남,1980년대생,베트남,박사유학,전남대학교
남,1980년대생,파키스탄,박사유학,공주대학교
남,1980년대생,인도네시아,석사유학,영남대학교
남,1980년대생,우즈베키스탄,석사유학,부산대학교
남,1980년대생,시에라리온,석사유학,한동대학교
남,1980년대생,이란,박사유학,단국대학교
남,1980년대생,몽골,박사유학,전북대학교
남,1980년대생,오스트레일리아,박사유학,동국대학교
남,1980년대생,오스트리아,박사유학,한국과학기술원
여,1980년대생,니카라과,석사유학,국립부경대학교
남,1980년대생,몽골,석사유학,서울대학교
남,1980년대생,이란,석사유학,(학)연세대학교
남,1980년대생,몽골,석사유학,아주대학교
남,1980년대생,탄자니아,석사유학,한영신학대학교
여,1980년대생,베트남,학사유학,위덕대학교
남,1980년대생,케냐,석사유학,고려대학교
남,1980년대생,파키스탄,박사유학,동국대학교
남,1980년대생,영국,석사유학,고려대학교
남,1980년대생,이란,박사유학,한국과학기술원
여,1980년대생,몽골,석사유학,아주대학교
남,1980년대생,중국,박사유학,상명대학교
여,1980년대생,타이완,박사유학,고려대학교
여,1980년대생,나이지리아,석사유학,아주대학교
여,1980년대생,베트남,박사유학,전남대학교
여,1980년대생,일본,대학부설어학원연수,숭실대학교
여,1980년대생,중국,석사유학,상명대학교대학원
남,1980년대생,카메룬,석사유학,아주대학교
여,1980년대생,중국,박사유학,한양대학교
여,1980년대생,인도네시아,학사유학,강원대학교삼척캠퍼스
남,1980년대생,이탈리아,박사유학,서울대학교
남,1980년대생,중국,대학부설어학원연수,공주대학교
여,1980년대생,중국,대학부설어학원연수,홍익대학교
남,1980년대생,인도,박사유학,서울대학교
여,1980년대생,스리랑카,박사유학,서울대학교
남,1980년대생,파키스탄,박사유학,경희대학교국제캠퍼스
남,1980년대생,중국,대학부설어학원연수,총신대학교
남,1980년대생,중국,석사유학,서울대학교
남,1980년대생,나이지리아,박사유학,부산대학교
여,1980년대생,중국,대학부설어학원연수,광운대학교 언어교육원
남,1980년대생,중국,대학부설어학원연수,상명대학교 한국언어문화교육원
여,1980년대생,네팔,박사유학,조선대학교
남,1980년대생,네팔,박사유학,원광대학교
남,1980년대생,캄보디아,박사유학,서강대학교
여,1980년대생,몰도바,석사유학,영남대학교
남,1980년대생,베트남,박사유학,서울대학교
여,1980년대생,중국,박사유학,한국외국어대학교
남,1980년대생,한국계중국인,전문학사,전북과학대학교
남,1980년대생,에티오피아,석사유학,상지대학교
남,1980년대생,한국계중국인,전문학사,창신대학교
남,1980년대생,필리핀,석사유학,경희대학교
남,1980년대생,일본,박사유학,한국외국어대학교
남,1980년대생,예멘공화국,대학부설어학원연수,전주대학교
여,1980년대생,가나,석사유학,한동대학교
남,1980년대생,베트남,석사유학,과학기술연합대학원대학교
남,1980년대생,미국,석사유학,(학)연세대학교
남,1980년대생,베트남,학사유학,위덕대학교
남,1980년대생,네팔,박사유학,성균관대학교
여,1980년대생,중국,학사유학,광운대학교
여,1980년대생,중국,박사유학,중앙대학교
남,1980년대생,중국,전문학사,동아인재대학
여,1980년대생,세네갈,석사유학,한국외국어대학교
남,1980년대생,중국,전문학사,전주기전대학
남,1980년대생,방글라데시,박사유학,강원대학교
남,1980년대생,베트남,전문학사,대경대학
남,1980년대생,몽골,대학부설어학원연수,대한신학대학원대학교
여,1980년대생,필리핀,박사유학,전남대학교
여,1980년대생,인도네시아,박사유학,충북대학교
여,1980년대생,베트남,대학부설어학원연수,순천향대학교(학)
여,1980년대생,몽골,대학부설어학원연수,경북대학교
여,1980년대생,방글라데시,대학부설어학원연수,인하대학교
남,1980년대생,한국계중국인,학사유학,명신대학교
남,1980년대생,캄보디아,석사유학,영남대학교
남,1980년대생,중국,석사유학,서울과학기술대학교
여,1980년대생,몽골,석사유학,국민대학교
남,1980년대생,한국계중국인,전문학사,인천전문대학
남,1980년대생,캄보디아,석사유학,전남대학교
여,1980년대생,중국,박사유학,건국대학교
여,1980년대생,베트남,박사유학,과학기술연합대학원대학교
남,1980년대생,중국,박사유학,인하대학교
여,1980년대생,중국,박사유학,건국대학교
여,1980년대생,몽골,석사유학,충북대학교
여,1980년대생,중국,박사유학,경희대학교국제캠퍼스
남,1980년대생,베트남,박사유학,충북대학교
여,1980년대생,인도,박사유학,전남대학교
남,1980년대생,네팔,학사유학,동국대학교
남,1980년대생,중국,박사유학,동의대학교
남,1980년대생,터키,박사유학,서울과학기술대학교
남,1980년대생,카메룬,대학부설어학원연수,성산효대학원대학교
여,1980년대생,카메룬,석사유학,나사렛대학교
남,1980년대생,네팔,박사유학,경북대학교
남,1980년대생,파키스탄,박사유학,한국과학기술원
남,1980년대생,중국,대학부설어학원연수,남서울대학교
